"Time","Id","Iq"
0,1.1652987003326416,-0.16421069204807281
0.0099999997764825821,1.1641055345535278,-0.26677536964416504
0.019999999552965164,0.895824134349823,-0.28458386659622192
0.029999999329447746,0.79178071022033691,-0.24369946122169495
0.039999999105930328,1.1566613912582397,-0.047185223549604416
0.049999997019767761,1.3766772747039795,-0.14717946946620941
0.059999998658895493,1.0816659927368164,-0.24626132845878601
0.070000000298023224,0.91256308555603027,-0.31232330203056335
0.079999998211860657,1.1611664295196533,-0.20466475188732147
0.08999999612569809,1.3213934898376465,-0.072489500045776367
0.099999994039535522,1.3129467964172363,-0.24567316472530365
0.10999999940395355,0.90467309951782227,-0.34288883209228516
0.11999999731779099,0.86164486408233643,-0.24417996406555176
0.12999999523162842,1.1758768558502197,-0.23813889920711517
0.14000000059604645,1.2207934856414795,-0.073913261294364929
0.14999999105930328,1.0875871181488037,-0.27834299206733704
0.15999999642372131,0.84188979864120483,-0.31721511483192444
0.17000000178813934,1.1991033554077148,-0.076252996921539307
0.17999999225139618,1.2648341655731201,-0.12840461730957031
0.18999999761581421,1.1995575428009033,-0.12231944501399994
0.19999998807907104,0.93094253540039063,-0.26843231916427612
0.20999999344348907,1.045072078704834,-0.13671272993087769
0.2199999988079071,1.3713477849960327,0.0071388585492968559
0.22999998927116394,1.3769161701202393,-0.17676347494125366
0.23999999463558197,1.1070345640182495,-0.26468917727470398
0.25,0.92863404750823975,-0.31653177738189697
0.25999999046325684,1.09203040599823,-0.16133065521717072
0.26999998092651367,1.3610314130783081,-0.060288868844509125
0.2800000011920929,1.2041993141174316,-0.24197494983673096
0.28999999165534973,0.79077231884002686,-0.35989165306091309
0.29999998211860657,0.99551856517791748,-0.19062456488609314
0.31000000238418579,1.2573122978210449,-0.084335766732692719
0.31999999284744263,1.2588894367218018,-0.036642372608184814
