"Time","Encoder Angle [deg]","Encoder Speed [rpm]"
0,58.623050689697266,102.53433227539063
0.0099999997764825821,64.687492370605469,99.613761901855469
0.019999999552965164,70.664070129394531,101.61996459960938
0.029999999329447746,76.81640625,100.52871704101563
0.039999999105930328,82.705070495605469,99.609695434570313
0.049999997019767761,88.769538879394531,99.609382629394531
0.059999998658895493,94.833984375,100.52365112304688
0.070000000298023224,100.72267150878906,99.609695434570313
0.079999998211860657,106.787109375,101.61971282958984
0.08999999612569809,112.85155487060547,99.613746643066406
0.099999994039535522,118.82813262939453,99.609619140625
0.10999999940395355,124.892578125,100.52365112304688
0.11999999731779099,130.78126525878906,99.609695434570313
0.12999999523162842,136.7578125,99.609237670898438
0.14000000059604645,142.73439025878906,99.609527587890625
0.14999999105930328,148.7109375,97.599197387695313
0.15999999642372131,154.6875,101.61481475830078
0.17000000178813934,160.6640625,97.603729248046875
0.17999999225139618,166.55274963378906,99.604621887207031
0.18999999761581421,172.52931213378906,99.6094970703125
0.19999998807907104,178.505859375,97.598892211914063
0.20999999344348907,-175.51759338378906,99.604347229003906
0.2199999988079071,-169.541015625,99.609336853027344
0.22999998927116394,-163.65234375,99.609527587890625
0.23999999463558197,-157.67579650878906,99.609527587890625
0.25,-151.69923400878906,99.609237670898438
0.25999999046325684,-145.634765625,99.609336853027344
0.26999998092651367,-139.658203125,100.52414703369141
0.2800000011920929,-133.59376525878906,99.609535217285156
0.28999999165534973,-127.52930450439453,100.52383422851563
0.29999998211860657,-121.46485137939453,101.61968994140625
0.31000000238418579,-115.48828125,101.62454986572266
0.31999999284744263,-109.42383575439453,99.613983154296875
