X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.199800e-01,2.000000e-04
0,5.92e+02,-4.80e+01,-7.20e-01,2.28e+00,
1,-1.60e+01,5.76e+02,1.56e+00,2.80e-01,
2,5.76e+02,-4.80e+01,1.48e+00,3.20e-01,
3,-3.20e+01,5.92e+02,-7.20e-01,2.40e+00,
4,5.76e+02,-3.20e+01,1.28e+00,2.20e+00,
5,-1.60e+01,5.76e+02,-8.40e-01,3.20e-01,
6,-3.20e+01,-4.80e+01,-8.80e-01,2.32e+00,
7,6.08e+02,5.92e+02,1.44e+00,3.60e-01,
8,5.92e+02,5.76e+02,1.28e+00,2.44e+00,
9,-3.20e+01,-4.80e+01,-8.00e-01,4.00e-01,
10,0.00e+00,-4.80e+01,1.32e+00,3.60e-01,
11,5.92e+02,5.60e+02,-7.60e-01,2.48e+00,
12,6.08e+02,-4.80e+01,1.32e+00,3.60e-01,
13,-1.60e+01,5.92e+02,-8.40e-01,2.44e+00,
14,5.76e+02,5.76e+02,1.24e+00,2.44e+00,
15,-3.20e+01,-4.80e+01,-1.00e+00,4.00e-01,
16,5.76e+02,5.76e+02,1.12e+00,1.92e+00,
17,-1.60e+01,-4.80e+01,-1.00e+00,4.00e-01,
18,6.08e+02,5.92e+02,9.60e-01,2.44e+00,
19,-3.20e+01,-3.20e+01,-8.00e-01,4.80e-01,
20,5.76e+02,5.76e+02,1.20e+00,2.44e+00,
21,-3.20e+01,-4.80e+01,-8.80e-01,3.60e-01,
22,6.08e+02,5.92e+02,-9.20e-01,2.32e+00,
23,-3.20e+01,-4.80e+01,1.20e+00,4.40e-01,
24,0.00e+00,-4.80e+01,1.16e+00,2.44e+00,
25,6.08e+02,5.76e+02,-1.00e+00,4.00e-01,
26,5.76e+02,5.76e+02,9.20e-01,2.40e+00,
27,-3.20e+01,-4.80e+01,-9.20e-01,6.00e-01,
28,0.00e+00,5.76e+02,-9.20e-01,1.20e+00,
29,5.76e+02,-4.80e+01,1.16e+00,6.40e-01,
30,5.76e+02,-3.20e+01,1.24e+00,1.20e+00,
31,-1.60e+01,5.76e+02,-9.20e-01,3.60e-01,
32,5.92e+02,5.76e+02,1.12e+00,1.32e+00,
33,-1.60e+01,-4.80e+01,-8.80e-01,3.60e-01,
34,5.76e+02,-3.20e+01,1.36e+00,3.20e-01,
35,-1.60e+01,5.76e+02,-7.20e-01,1.16e+00,
36,5.92e+02,5.76e+02,-8.00e-01,1.12e+00,
37,-1.60e+01,-4.80e+01,1.48e+00,6.00e-01,
38,-1.60e+01,5.76e+02,1.44e+00,1.16e+00,
39,5.76e+02,-4.80e+01,-7.60e-01,4.40e-01,
40,-1.60e+01,-4.80e+01,-7.60e-01,2.00e+00,
41,5.76e+02,5.76e+02,1.44e+00,3.60e-01,
42,5.76e+02,-4.80e+01,1.44e+00,2.32e+00,
43,-1.60e+01,5.76e+02,-6.80e-01,3.60e-01,
44,-1.60e+01,-4.80e+01,-7.20e-01,2.36e+00,
45,5.92e+02,5.76e+02,1.56e+00,3.60e-01,
46,-1.60e+01,5.76e+02,1.52e+00,2.36e+00,
47,5.76e+02,-4.80e+01,-6.80e-01,2.80e-01,
48,5.76e+02,5.60e+02,1.56e+00,2.12e+00,
49,-1.60e+01,-4.80e+01,-6.40e-01,2.80e-01,
50,5.76e+02,-3.20e+01,1.48e+00,2.32e+00,
51,-1.60e+01,5.76e+02,-6.80e-01,2.80e-01,
52,5.76e+02,-4.80e+01,1.24e+00,3.20e-01,
53,-1.60e+01,5.76e+02,-6.40e-01,2.32e+00,
54,5.76e+02,5.76e+02,1.44e+00,2.36e+00,
55,-1.60e+01,-4.80e+01,-8.00e-01,3.60e-01,
56,5.92e+02,-4.80e+01,1.32e+00,4.00e-01,
57,-1.60e+01,5.76e+02,-6.80e-01,2.36e+00,
58,5.76e+02,5.76e+02,1.12e+00,3.60e-01,
59,-3.20e+01,-4.80e+01,-9.20e-01,2.40e+00,
60,5.76e+02,5.76e+02,9.60e-01,3.60e-01,
61,-1.60e+01,-4.80e+01,-1.00e+00,2.40e+00,
62,0.00e+00,5.76e+02,8.80e-01,2.36e+00,
63,5.76e+02,-4.80e+01,-1.00e+00,4.80e-01,
64,-1.60e+01,5.76e+02,8.00e-01,2.44e+00,
65,5.92e+02,-4.80e+01,-1.16e+00,4.40e-01,
66,5.76e+02,5.76e+02,-1.08e+00,2.56e+00,
67,-1.60e+01,-4.80e+01,6.40e-01,4.40e-01,
68,0.00e+00,5.76e+02,6.80e-01,2.48e+00,
69,5.92e+02,-4.80e+01,-1.44e+00,4.00e-01,
70,5.92e+02,5.76e+02,5.60e-01,2.52e+00,
71,-3.20e+01,-4.80e+01,-1.64e+00,6.40e-01,
72,5.92e+02,5.76e+02,5.20e-01,6.80e-01,
73,-1.60e+01,-4.80e+01,-1.60e+00,2.20e+00,
74,6.08e+02,5.92e+02,4.80e-01,2.56e+00,
75,-3.20e+01,-4.80e+01,-1.68e+00,4.80e-01,
76,5.76e+02,5.76e+02,3.60e-01,4.40e-01,
77,-1.60e+01,-4.80e+01,-1.56e+00,2.48e+00,
78,0.00e+00,-4.80e+01,4.00e-01,2.64e+00,
79,5.76e+02,5.76e+02,-1.72e+00,4.40e-01,
80,0.00e+00,5.76e+02,2.80e-01,2.24e+00,
81,6.08e+02,-4.80e+01,-1.80e+00,5.60e-01,
82,-1.60e+01,-4.80e+01,3.20e-01,4.80e-01,
83,5.76e+02,5.76e+02,-1.56e+00,2.56e+00,
84,0.00e+00,5.92e+02,2.00e-01,2.64e+00,
85,6.08e+02,-4.80e+01,-1.72e+00,5.60e-01,
86,5.92e+02,-4.80e+01,2.80e-01,2.68e+00,
87,-1.60e+01,5.92e+02,-1.44e+00,5.60e-01,
88,-3.20e+01,5.76e+02,3.20e-01,2.56e+00,
89,6.08e+02,-4.80e+01,-1.76e+00,5.60e-01,
90,5.76e+02,-4.80e+01,3.60e-01,2.24e+00,
91,-1.60e+01,5.76e+02,-1.84e+00,5.60e-01,
92,0.00e+00,-4.80e+01,-1.88e+00,2.40e+00,
93,5.76e+02,5.76e+02,8.00e-02,7.60e-01,
94,5.76e+02,5.76e+02,2.40e-01,5.60e-01,
95,-1.60e+01,-4.80e+01,-1.68e+00,2.52e+00,
96,5.76e+02,-4.80e+01,-1.48e+00,4.80e-01,
97,-1.60e+01,5.76e+02,3.20e-01,2.68e+00,
98,-1.60e+01,-4.80e+01,3.20e-01,2.68e+00,
99,5.76e+02,5.92e+02,-1.52e+00,5.60e-01,
