"Time","Encoder Angle [deg]","Encoder Speed [rpm]"
0,21.445318222045898,99.609619140625
0.0099999997764825821,27.421871185302734,99.623771667480469
0.019999999552965164,33.398448944091797,99.609695434570313
0.029999999329447746,39.375003814697266,99.608779907226563
0.039999999105930328,45.439445495605469,102.52426147460938
0.049999997019767761,51.416027069091797,99.609733581542969
0.059999998658895493,57.392578125,99.608779907226563
0.070000000298023224,63.457019805908203,99.609619140625
0.079999998211860657,69.433601379394531,99.624671936035156
0.08999999612569809,75.322257995605469,96.695053100585938
0.099999994039535522,81.386734008789063,99.609573364257813
0.10999999940395355,87.36328125,99.623771667480469
0.11999999731779099,93.251945495605469,96.695053100585938
0.12999999523162842,99.228523254394531,99.609573364257813
0.14000000059604645,105.205078125,99.608779907226563
0.14999999105930328,111.09376525878906,96.695053100585938
0.15999999642372131,117.15821075439453,99.608665466308594
0.17000000178813934,123.13475799560547,99.624671936035156
0.17999999225139618,129.11134338378906,99.609619140625
0.18999999761581421,135.087890625,99.609237670898438
0.19999998807907104,141.15234375,102.52426147460938
0.20999999344348907,147.21681213378906,99.609283447265625
0.2199999988079071,153.19337463378906,99.624214172363281
0.22999998927116394,159.2578125,102.5238037109375
0.23999999463558197,165.322265625,102.52433013916016
0.25,171.29884338378906,99.609283447265625
0.25999999046325684,177.36329650878906,99.609237670898438
0.26999998092651367,-176.66017150878906,99.622848510742188
0.2800000011920929,-170.68360900878906,99.609619140625
0.28999999165534973,-164.619140625,99.609237670898438
0.29999998211860657,-158.642578125,99.624214172363281
0.31000000238418579,-152.57814025878906,102.5238037109375
0.31999999284744263,-146.60157775878906,99.609733581542969
