"Time","Id","Iq"
0,-0.045132778584957123,-0.0011775059392675757
0.0099999997764825821,-0.045238923281431198,-0.016613340005278587
0.019999999552965164,-0.10111622512340546,0.079485923051834106
0.029999999329447746,-0.020338242873549461,-0.037881013005971909
0.039999999105930328,0.012466257438063622,0.013281087391078472
0.049999997019767761,-0.061599694192409515,0.0067037642002105713
0.059999998658895493,0.02720494382083416,-0.071676462888717651
0.070000000298023224,-0.089259520173072815,0.086242340505123138
0.079999998211860657,-0.013101327233016491,-0.004240269772708416
0.08999999612569809,0.0046472325921058655,-0.077448934316635132
0.099999994039535522,-0.028632164001464844,-0.0089926328510046005
0.10999999940395355,0.044917024672031403,-0.096001885831356049
0.11999999731779099,-0.071548663079738617,-0.00014570108032785356
0.12999999523162842,0.0019373198738321662,-0.049610208719968796
0.14000000059604645,0.05850641056895256,-0.089444629848003387
0.14999999105930328,-0.096554651856422424,-0.032524511218070984
0.15999999642372131,0.010060867294669151,-0.12822404503822327
0.17000000178813934,-0.089525870978832245,0.009503467008471489
0.17999999225139618,-0.064333945512771606,-0.046531520783901215
0.18999999761581421,-0.077081643044948578,-0.086444400250911713
0.19999998807907104,-0.18048666417598724,-0.0060050240717828274
0.20999999344348907,-0.061957031488418579,-0.080295056104660034
0.2199999988079071,-0.065526992082595825,-0.058587666600942612
0.22999998927116394,-0.15910571813583374,0.054621528834104538
0.23999999463558197,-0.042042911052703857,-0.09432598203420639
0.25,-0.1338607519865036,0.10993301868438721
0.25999999046325684,-0.037610001862049103,-0.08179791271686554
0.26999998092651367,-0.0059795482084155083,-0.017204534262418747
0.2800000011920929,-0.14527972042560577,0.090742528438568115
0.28999999165534973,-0.091801851987838745,-0.015700874850153923
0.29999998211860657,-0.12779879570007324,0.067609459161758423
0.31000000238418579,-0.042970776557922363,0.0014589380007237196
0.31999999284744263,-0.023848868906497955,-0.027538936585187912
