"Time","Duty 1","Duty 2","Duty 3","I1","I2","I3","V delta","Vdc"
0,0.42268842458724976,0.57731157541275024,0.43721333146095276,0.22719955444335938,-0.18588638305664063,-0.33046340942382813,19.43359375,540.0390625
0.0099999997764825821,0.41209530830383301,0.58790469169616699,0.49800390005111694,0.3201446533203125,-0.23752021789550781,-0.4027557373046875,19.53125,540.0390625
0.019999999552965164,0.4221121072769165,0.5778878927230835,0.55812811851501465,-0.0929412841796875,0.020658493041992188,-0.30981063842773438,19.53125,539.94140625
0.029999999329447746,0.41791695356369019,0.52928942441940308,0.58208304643630981,-0.28915596008300781,0.09294891357421875,-0.22719192504882813,19.53125,540.0390625
0.039999999105930328,0.41734212636947632,0.46605521440505981,0.58265787363052368,-0.30981063842773438,0.1136016845703125,-0.22719383239746094,19.3359375,539.94140625
0.049999997019767761,0.44137784838676453,0.41870850324630737,0.58129149675369263,-0.1962127685546875,0.3201446533203125,-0.27882957458496094,19.43359375,540.0390625
0.059999998658895493,0.50476253032684326,0.41495263576507568,0.58504736423492432,-0.23752021789550781,3.814697265625e-06,0.0103302001953125,19.82421875,540.13671875
0.070000000298023224,0.56528556346893311,0.4252399206161499,0.5747600793838501,-0.21686553955078125,-0.21686553955078125,0.10327529907226563,19.62890625,540.13671875
0.079999998211860657,0.58208495378494263,0.41791504621505737,0.52052807807922363,-0.12392044067382813,-0.36144638061523438,0.15491104125976563,19.43359375,540.234375
0.08999999612569809,0.5835498571395874,0.4164501428604126,0.45850339531898499,-0.39242935180664063,-0.21686553955078125,0.18589401245117188,19.62890625,540.13671875
0.099999994039535522,0.58042681217193604,0.45051372051239014,0.41957321763038635,-0.15490341186523438,-0.32013893127441406,0.082620620727539063,19.62890625,540.13671875
0.10999999940395355,0.58251076936721802,0.51336151361465454,0.41748923063278198,0.09294891357421875,-0.36144638061523438,-0.17555809020996094,19.62890625,540.234375
0.11999999731779099,0.57083630561828613,0.57149851322174072,0.42850148677825928,0.15491104125976563,-0.2994842529296875,-0.32013702392578125,19.7265625,540.13671875
0.12999999523162842,0.5125662088394165,0.58446836471557617,0.41553163528442383,0.18589210510253906,-0.3511199951171875,-0.18588447570800781,19.53125,540.0390625
0.14000000059604645,0.4497915506362915,0.58232492208480835,0.41767507791519165,0.2685089111328125,-0.44406318664550781,-0.16522979736328125,19.7265625,540.13671875
0.14999999105930328,0.41820865869522095,0.58179134130477905,0.45864242315292358,0.051639556884765625,-0.18588447570800781,-0.38210105895996094,19.62890625,539.94140625
0.15999999642372131,0.41709476709365845,0.58290523290634155,0.5207793116569519,-0.10326766967773438,0.051639556884765625,-0.28915596008300781,19.62890625,540.0390625
0.17000000178813934,0.42471739649772644,0.56762397289276123,0.57528257369995117,-0.13424873352050781,-0.010324478149414063,-0.30981063842773438,19.3359375,540.0390625
0.17999999225139618,0.41235598921775818,0.50813841819763184,0.58764398097991943,0.030984878540039063,0.09294891357421875,-0.44406318664550781,19.62890625,540.0390625
0.18999999761581421,0.41984555125236511,0.44532689452171326,0.58015447854995728,-0.20653915405273438,0.030984878540039063,-0.26850128173828125,19.7265625,539.94140625
0.19999998807907104,0.46407291293144226,0.41737151145935059,0.58262848854064941,-0.26850128173828125,-0.051631927490234375,-0.12392044067382813,19.7265625,540.234375
0.20999999344348907,0.52724343538284302,0.41701743006706238,0.58298254013061523,-0.28915786743164063,-0.12392044067382813,0.0103302001953125,19.43359375,540.13671875
0.2199999988079071,0.57805567979812622,0.42194432020187378,0.56146436929702759,-0.38210105895996094,-0.0929412841796875,0.061967849731445313,19.23828125,540.13671875
0.22999998927116394,0.58636736869812012,0.41363266110420227,0.50118279457092285,-0.33046531677246094,-0.082614898681640625,0.082620620727539063,19.53125,540.33203125
0.23999999463558197,0.57559919357299805,0.42440080642700195,0.44106093049049377,0.020656585693359375,-0.35111808776855469,-0.030977249145507813,19.62890625,540.234375
0.25,0.58056640625,0.47281730175018311,0.41943359375,0.13425636291503906,-0.37177276611328125,-0.13424873352050781,19.43359375,540.13671875
0.25999999046325684,0.58097982406616211,0.5347285270690918,0.41902017593383789,0.12392997741699219,-0.38210105895996094,-0.0929412841796875,19.7265625,539.94140625
0.26999998092651367,0.55677062273025513,0.58023089170455933,0.41976907849311829,0.04131317138671875,-0.4543914794921875,0.10327529907226563,19.43359375,539.84375
0.2800000011920929,0.49222689867019653,0.58446687459945679,0.4155331552028656,0.14458274841308594,-0.28915596008300781,-0.22719192504882813,19.3359375,539.84375
0.28999999165534973,0.43350714445114136,0.57357585430145264,0.42642414569854736,3.814697265625e-06,-0.061960220336914063,-0.39242744445800781,19.3359375,539.94140625
0.29999998211860657,0.41654396057128906,0.58345603942871094,0.48035237193107605,0.020656585693359375,-0.041303634643554688,-0.35111808776855469,19.43359375,539.74609375
0.31000000238418579,0.41699725389480591,0.58300274610519409,0.54425811767578125,0.1652374267578125,-0.051631927490234375,-0.46471786499023438,19.43359375,540.13671875
0.31999999284744263,0.41776639223098755,0.54945546388626099,0.58223360776901245,0.051639556884765625,3.814697265625e-06,-0.39242744445800781,19.62890625,539.94140625
