X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-3.000000e-02,5.000000e-05
0,-1.60e-01,2.40e-01,-4.96e+00,6.56e+00,
1,-2.80e-01,2.80e-01,-5.92e+00,7.20e+00,
2,-1.60e-01,2.40e-01,-5.28e+00,6.56e+00,
3,-2.80e-01,3.20e-01,-5.92e+00,7.20e+00,
4,-2.40e-01,2.40e-01,-5.28e+00,6.88e+00,
5,-3.20e-01,3.20e-01,-6.08e+00,6.24e+00,
6,-2.40e-01,2.80e-01,-6.08e+00,6.88e+00,
7,-3.20e-01,3.20e-01,-5.44e+00,6.24e+00,
8,-2.80e-01,2.80e-01,-5.44e+00,6.88e+00,
9,-3.20e-01,3.60e-01,-6.24e+00,6.24e+00,
10,-2.80e-01,2.80e-01,-5.44e+00,6.72e+00,
11,-3.60e-01,3.60e-01,-6.40e+00,6.08e+00,
12,-3.20e-01,2.80e-01,-5.76e+00,6.72e+00,
13,-3.60e-01,3.60e-01,-6.40e+00,6.08e+00,
14,-3.20e-01,3.60e-01,-5.76e+00,6.40e+00,
15,-4.00e-01,3.20e-01,-6.40e+00,5.76e+00,
16,-3.20e-01,3.20e-01,-5.76e+00,6.40e+00,
17,-4.00e-01,3.60e-01,-6.56e+00,5.60e+00,
18,-3.60e-01,3.20e-01,-5.76e+00,6.24e+00,
19,-4.40e-01,4.00e-01,-6.56e+00,5.60e+00,
20,-4.40e-01,4.00e-01,-6.56e+00,6.08e+00,
21,-3.60e-01,3.20e-01,-5.92e+00,5.28e+00,
22,-4.40e-01,4.00e-01,-6.56e+00,5.92e+00,
23,-4.00e-01,3.60e-01,-5.92e+00,5.28e+00,
24,-4.00e-01,4.00e-01,-6.56e+00,5.76e+00,
25,-5.20e-01,3.60e-01,-5.92e+00,5.12e+00,
26,-4.40e-01,4.00e-01,-5.92e+00,5.76e+00,
27,-5.20e-01,3.60e-01,-6.72e+00,4.96e+00,
28,-4.80e-01,3.60e-01,-6.56e+00,5.44e+00,
29,-5.20e-01,4.80e-01,-5.92e+00,4.64e+00,
30,-4.80e-01,3.60e-01,-5.92e+00,5.28e+00,
31,-5.60e-01,4.80e-01,-6.72e+00,4.64e+00,
32,-5.60e-01,4.40e-01,-5.92e+00,4.96e+00,
33,-4.80e-01,4.80e-01,-6.88e+00,4.48e+00,
34,-5.20e-01,4.40e-01,-6.88e+00,4.96e+00,
35,-6.00e-01,4.80e-01,-6.08e+00,4.16e+00,
36,-5.20e-01,4.40e-01,-6.24e+00,4.80e+00,
37,-6.00e-01,4.80e-01,-6.88e+00,4.00e+00,
38,-5.60e-01,4.40e-01,-6.72e+00,4.64e+00,
39,-6.00e-01,4.80e-01,-6.24e+00,3.68e+00,
40,-6.00e-01,4.40e-01,-6.72e+00,4.32e+00,
41,-5.60e-01,5.20e-01,-6.08e+00,3.52e+00,
42,-5.60e-01,4.40e-01,-6.72e+00,4.16e+00,
43,-6.40e-01,5.20e-01,-5.92e+00,3.20e+00,
44,-5.60e-01,5.20e-01,-6.56e+00,3.84e+00,
45,-6.40e-01,4.40e-01,-5.92e+00,3.20e+00,
46,-6.40e-01,4.40e-01,-5.92e+00,3.68e+00,
47,-6.00e-01,5.20e-01,-6.56e+00,2.88e+00,
48,-6.00e-01,5.20e-01,-5.92e+00,3.36e+00,
49,-6.80e-01,4.80e-01,-6.56e+00,2.56e+00,
50,-6.80e-01,4.80e-01,-6.56e+00,3.20e+00,
51,-6.00e-01,5.20e-01,-5.92e+00,2.24e+00,
52,-6.00e-01,4.80e-01,-6.56e+00,2.88e+00,
53,-6.80e-01,5.20e-01,-5.76e+00,2.08e+00,
54,-6.80e-01,5.20e-01,-6.56e+00,2.72e+00,
55,-6.40e-01,4.80e-01,-5.76e+00,1.92e+00,
56,-6.80e-01,5.20e-01,-5.76e+00,2.40e+00,
57,-6.40e-01,4.80e-01,-6.40e+00,1.60e+00,
58,-6.40e-01,4.80e-01,-5.76e+00,2.24e+00,
59,-7.60e-01,5.20e-01,-6.40e+00,1.60e+00,
60,-6.80e-01,5.20e-01,-6.40e+00,1.92e+00,
61,-7.60e-01,4.80e-01,-5.44e+00,1.28e+00,
62,-7.60e-01,4.80e-01,-6.08e+00,1.76e+00,
63,-6.40e-01,5.20e-01,-5.44e+00,1.12e+00,
64,-7.20e-01,5.20e-01,-6.08e+00,1.44e+00,
65,-7.60e-01,4.80e-01,-5.44e+00,8.00e-01,
66,-7.20e-01,4.80e-01,-6.08e+00,1.28e+00,
67,-7.60e-01,5.20e-01,-5.28e+00,6.40e-01,
68,-7.20e-01,4.80e-01,-5.28e+00,9.60e-01,
