X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.000000e-02,5.000000e-05
0,0.00e+00,3.36e+02,-3.28e+02,
1,-5.60e+01,3.68e+02,-2.80e+02,
2,-1.60e+01,3.36e+02,-3.04e+02,
3,-6.40e+01,3.68e+02,-2.56e+02,
4,-1.60e+01,3.60e+02,-2.80e+02,
5,-6.40e+01,3.84e+02,-2.48e+02,
6,-2.40e+01,3.68e+02,-2.64e+02,
7,-8.00e+01,4.00e+02,-2.32e+02,
8,-2.40e+01,3.84e+02,-2.56e+02,
9,-8.00e+01,4.16e+02,-2.24e+02,
10,-4.80e+01,4.08e+02,-2.24e+02,
11,-1.04e+02,4.48e+02,-2.40e+02,
12,-5.60e+01,4.32e+02,-2.40e+02,
13,-1.04e+02,4.88e+02,-2.24e+02,
14,-7.20e+01,4.72e+02,-2.24e+02,
15,-1.12e+02,5.12e+02,-2.48e+02,
16,-1.12e+02,5.12e+02,-2.40e+02,
17,-7.20e+01,4.80e+02,-2.08e+02,
18,-9.60e+01,4.96e+02,-2.32e+02,
19,-1.28e+02,4.40e+02,-1.84e+02,
20,-1.28e+02,4.64e+02,-2.08e+02,
21,-9.60e+01,4.08e+02,-1.68e+02,
22,-1.04e+02,4.24e+02,-1.84e+02,
23,-1.36e+02,3.92e+02,-1.52e+02,
24,-1.36e+02,4.16e+02,-1.68e+02,
25,-1.12e+02,3.92e+02,-1.36e+02,
26,-1.20e+02,4.16e+02,-1.52e+02,
27,-1.60e+02,3.92e+02,-1.28e+02,
28,-1.20e+02,3.92e+02,-1.44e+02,
29,-1.76e+02,4.16e+02,-1.12e+02,
30,-1.52e+02,3.92e+02,-1.36e+02,
31,-1.92e+02,4.24e+02,-1.12e+02,
32,-1.68e+02,4.08e+02,-1.20e+02,
33,-2.08e+02,4.56e+02,-1.04e+02,
34,-1.84e+02,4.40e+02,-1.04e+02,
35,-2.32e+02,4.96e+02,-1.20e+02,
36,-2.08e+02,4.80e+02,-1.12e+02,
37,-2.48e+02,5.12e+02,-9.60e+01,
38,-2.16e+02,5.04e+02,-1.12e+02,
39,-2.48e+02,4.64e+02,-8.00e+01,
40,-2.16e+02,4.88e+02,-9.60e+01,
41,-2.48e+02,4.32e+02,-6.40e+01,
42,-2.16e+02,4.48e+02,-8.80e+01,
43,-2.48e+02,3.92e+02,-5.60e+01,
44,-2.16e+02,4.16e+02,-7.20e+01,
45,-2.56e+02,3.68e+02,-4.00e+01,
46,-2.32e+02,3.92e+02,-4.00e+01,
47,-2.72e+02,3.60e+02,-6.40e+01,
48,-2.40e+02,3.76e+02,-4.80e+01,
49,-2.80e+02,3.44e+02,-3.20e+01,
50,-2.64e+02,3.68e+02,-3.20e+01,
51,-3.04e+02,3.36e+02,-4.80e+01,
52,-2.80e+02,3.52e+02,-4.80e+01,
53,-3.36e+02,3.20e+02,-1.60e+01,
54,-3.04e+02,3.36e+02,-4.00e+01,
55,-3.68e+02,3.76e+02,-8.00e+00,
56,-3.36e+02,3.52e+02,-2.40e+01,
57,-3.84e+02,3.92e+02,-8.00e+00,
58,-3.60e+02,3.68e+02,-2.40e+01,
59,-4.00e+02,4.00e+02,8.00e+00,
60,-3.92e+02,3.92e+02,1.60e+01,
61,-3.52e+02,3.52e+02,-1.60e+01,
62,-3.76e+02,3.68e+02,0.00e+00,
63,-3.36e+02,3.20e+02,2.40e+01,
64,-3.68e+02,3.36e+02,8.00e+00,
65,-3.28e+02,2.88e+02,3.20e+01,
66,-3.36e+02,3.04e+02,8.00e+00,
67,-3.68e+02,2.56e+02,4.00e+01,
68,-3.36e+02,2.88e+02,2.40e+01,
69,-3.76e+02,2.48e+02,4.00e+01,
70,-3.52e+02,2.72e+02,2.40e+01,
71,-3.92e+02,2.40e+02,5.60e+01,
72,-3.68e+02,2.56e+02,3.20e+01,
73,-4.08e+02,2.08e+02,6.40e+01,
74,-3.84e+02,2.56e+02,4.80e+01,
75,-4.40e+02,2.08e+02,7.20e+01,
76,-4.08e+02,2.40e+02,5.60e+01,
77,-4.72e+02,2.00e+02,8.80e+01,
78,-4.48e+02,2.08e+02,7.20e+01,
79,-5.12e+02,2.56e+02,9.60e+01,
80,-4.80e+02,2.40e+02,8.00e+01,
81,-5.12e+02,2.00e+02,1.04e+02,
82,-5.12e+02,2.40e+02,8.00e+01,
83,-4.56e+02,1.92e+02,1.12e+02,
84,-4.80e+02,2.16e+02,9.60e+01,
85,-4.24e+02,1.60e+02,1.28e+02,
86,-4.40e+02,1.92e+02,9.60e+01,
87,-4.00e+02,1.52e+02,1.28e+02,
88,-4.16e+02,1.76e+02,1.04e+02,
89,-3.84e+02,1.28e+02,1.36e+02,
90,-4.16e+02,1.68e+02,1.12e+02,
91,-3.84e+02,1.20e+02,1.44e+02,
92,-3.84e+02,1.44e+02,1.28e+02,
93,-4.16e+02,1.04e+02,1.52e+02,
94,-3.84e+02,1.04e+02,1.44e+02,
95,-4.16e+02,1.44e+02,1.76e+02,
96,-4.00e+02,1.36e+02,1.52e+02,
97,-4.40e+02,8.80e+01,1.84e+02,
98,-4.24e+02,1.36e+02,1.68e+02,
99,-4.80e+02,8.80e+01,2.08e+02,
100,-4.56e+02,1.20e+02,1.92e+02,
101,-5.04e+02,8.00e+01,2.32e+02,
102,-4.80e+02,1.20e+02,2.16e+02,
103,-5.12e+02,6.40e+01,2.32e+02,
104,-5.04e+02,1.12e+02,2.16e+02,
105,-4.56e+02,5.60e+01,2.40e+02,
106,-4.64e+02,9.60e+01,2.32e+02,
107,-4.08e+02,4.80e+01,2.16e+02,
108,-4.32e+02,3.20e+01,2.16e+02,
109,-3.84e+02,8.80e+01,2.40e+02,
110,-4.00e+02,8.80e+01,2.24e+02,
111,-3.60e+02,3.20e+01,2.56e+02,
112,-3.84e+02,6.40e+01,2.40e+02,
113,-3.52e+02,1.60e+01,2.64e+02,
114,-3.68e+02,1.60e+01,2.48e+02,
115,-3.36e+02,6.40e+01,2.80e+02,
116,-3.60e+02,4.80e+01,2.64e+02,
117,-3.28e+02,8.00e+00,3.04e+02,
118,-3.28e+02,8.00e+00,2.88e+02,
119,-3.60e+02,4.80e+01,3.28e+02,
120,-3.36e+02,4.00e+01,3.20e+02,
121,-3.68e+02,-1.60e+01,3.68e+02,
122,-3.52e+02,-1.60e+01,3.44e+02,
123,-3.92e+02,4.00e+01,3.84e+02,
124,-3.92e+02,2.40e+01,3.68e+02,
125,-3.60e+02,-3.20e+01,4.00e+02,
126,-3.76e+02,-3.20e+01,3.84e+02,
127,-3.36e+02,8.00e+00,3.52e+02,
128,-3.60e+02,0.00e+00,3.68e+02,
129,-3.04e+02,-5.60e+01,3.36e+02,
130,-3.20e+02,0.00e+00,3.52e+02,
131,-2.80e+02,-5.60e+01,3.28e+02,
132,-2.96e+02,-1.60e+01,3.36e+02,
133,-2.56e+02,-6.40e+01,3.68e+02,
134,-2.72e+02,-1.60e+01,3.44e+02,
135,-2.40e+02,-6.40e+01,3.76e+02,
136,-2.56e+02,-2.40e+01,3.60e+02,
137,-2.32e+02,-8.00e+01,3.92e+02,
138,-2.48e+02,-3.20e+01,3.68e+02,
139,-2.16e+02,-8.00e+01,4.08e+02,
140,-2.16e+02,-4.80e+01,3.92e+02,
141,-2.32e+02,-8.80e+01,4.48e+02,
142,-2.32e+02,-5.60e+01,4.32e+02,
143,-2.16e+02,-1.04e+02,4.88e+02,
144,-2.16e+02,-7.20e+01,4.64e+02,
145,-2.32e+02,-1.12e+02,5.04e+02,
146,-2.32e+02,-7.20e+01,5.12e+02,
147,-2.00e+02,-1.20e+02,4.64e+02,
148,-2.16e+02,-9.60e+01,4.88e+02,
149,-1.84e+02,-1.28e+02,4.40e+02,
150,-2.00e+02,-1.28e+02,4.56e+02,
151,-1.60e+02,-8.80e+01,4.08e+02,
152,-1.76e+02,-1.36e+02,4.24e+02,
153,-1.44e+02,-9.60e+01,3.92e+02,
154,-1.60e+02,-1.12e+02,4.16e+02,
155,-1.28e+02,-1.52e+02,3.84e+02,
156,-1.36e+02,-1.20e+02,3.84e+02,
157,-1.20e+02,-1.60e+02,4.16e+02,
158,-1.36e+02,-1.28e+02,4.16e+02,
159,-1.12e+02,-1.68e+02,3.84e+02,
160,-1.28e+02,-1.44e+02,3.92e+02,
161,-1.04e+02,-1.84e+02,4.24e+02,
162,-1.20e+02,-1.68e+02,4.08e+02,
163,-9.60e+01,-2.08e+02,4.48e+02,
164,-1.12e+02,-1.84e+02,4.32e+02,
165,-9.60e+01,-2.32e+02,4.88e+02,
166,-1.04e+02,-2.08e+02,4.64e+02,
167,-8.00e+01,-2.40e+02,5.04e+02,
168,-1.04e+02,-2.16e+02,5.12e+02,
169,-7.20e+01,-2.48e+02,4.64e+02,
170,-8.80e+01,-2.48e+02,4.88e+02,
171,-6.40e+01,-2.16e+02,4.32e+02,
172,-8.00e+01,-2.16e+02,4.48e+02,
173,-4.80e+01,-2.48e+02,3.92e+02,
174,-6.40e+01,-2.16e+02,4.16e+02,
175,-3.20e+01,-2.56e+02,3.68e+02,
176,-3.20e+01,-2.32e+02,3.92e+02,
177,-5.60e+01,-2.72e+02,3.44e+02,
