X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.000000e-02,5.000000e-05
0,-4.80e+01,3.44e+02,-3.12e+02,
1,-8.00e+00,3.76e+02,-2.72e+02,
2,-1.60e+01,3.60e+02,-3.04e+02,
3,-5.60e+01,3.92e+02,-2.64e+02,
4,-2.40e+01,3.68e+02,-2.80e+02,
5,-6.40e+01,4.00e+02,-2.48e+02,
6,-6.40e+01,3.84e+02,-2.64e+02,
7,-3.20e+01,4.16e+02,-2.32e+02,
8,-4.00e+01,4.00e+02,-2.56e+02,
9,-8.80e+01,4.48e+02,-2.24e+02,
10,-8.80e+01,4.32e+02,-2.56e+02,
11,-4.80e+01,4.88e+02,-2.24e+02,
12,-6.40e+01,4.64e+02,-2.24e+02,
13,-1.12e+02,5.12e+02,-2.56e+02,
14,-1.12e+02,5.20e+02,-2.56e+02,
15,-8.00e+01,5.04e+02,-2.24e+02,
16,-8.80e+01,5.12e+02,-2.40e+02,
17,-1.28e+02,4.72e+02,-2.00e+02,
18,-9.60e+01,4.88e+02,-2.16e+02,
19,-1.28e+02,4.32e+02,-1.76e+02,
20,-9.60e+01,4.48e+02,-1.92e+02,
21,-1.36e+02,4.16e+02,-1.68e+02,
22,-1.12e+02,4.24e+02,-1.68e+02,
23,-1.36e+02,4.08e+02,-1.44e+02,
24,-1.20e+02,4.24e+02,-1.60e+02,
25,-1.60e+02,4.08e+02,-1.36e+02,
26,-1.60e+02,4.08e+02,-1.28e+02,
27,-1.36e+02,4.24e+02,-1.52e+02,
28,-1.44e+02,4.08e+02,-1.44e+02,
29,-1.84e+02,4.24e+02,-1.12e+02,
30,-1.60e+02,4.16e+02,-1.36e+02,
31,-2.00e+02,4.56e+02,-1.12e+02,
32,-1.76e+02,4.40e+02,-1.20e+02,
33,-2.24e+02,4.88e+02,-1.04e+02,
34,-2.32e+02,4.80e+02,-1.20e+02,
35,-2.08e+02,5.12e+02,-9.60e+01,
36,-2.16e+02,5.20e+02,-1.12e+02,
37,-2.56e+02,4.88e+02,-8.80e+01,
38,-2.48e+02,5.12e+02,-1.04e+02,
39,-2.16e+02,4.56e+02,-6.40e+01,
40,-2.48e+02,4.72e+02,-8.80e+01,
41,-2.24e+02,4.32e+02,-5.60e+01,
42,-2.16e+02,4.40e+02,-7.20e+01,
43,-2.48e+02,3.92e+02,-5.60e+01,
44,-2.32e+02,4.08e+02,-6.40e+01,
45,-2.64e+02,3.76e+02,-4.00e+01,
46,-2.48e+02,3.84e+02,-6.40e+01,
47,-2.80e+02,3.60e+02,-4.00e+01,
48,-2.64e+02,3.76e+02,-4.80e+01,
49,-3.04e+02,3.44e+02,-3.20e+01,
50,-2.80e+02,3.68e+02,-4.80e+01,
51,-3.20e+02,3.36e+02,-2.40e+01,
52,-3.04e+02,3.44e+02,-4.00e+01,
53,-3.52e+02,3.76e+02,-1.60e+01,
54,-3.36e+02,3.44e+02,-4.00e+01,
55,-3.84e+02,3.84e+02,-8.00e+00,
56,-3.60e+02,3.68e+02,-2.40e+01,
