X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.000000e-02,5.000000e-05
0,-1.28e+02,1.28e+02,-4.00e+00,
1,-1.16e+02,9.60e+01,3.20e+01,
2,-1.20e+02,1.04e+02,2.00e+01,
3,-1.32e+02,1.40e+02,-1.60e+01,
4,-1.20e+02,1.32e+02,-8.00e+00,
5,-1.36e+02,9.20e+01,4.00e+01,
6,-1.36e+02,1.00e+02,2.40e+01,
7,-1.20e+02,1.40e+02,-1.20e+01,
8,-1.28e+02,1.32e+02,0.00e+00,
9,-1.44e+02,9.60e+01,3.60e+01,
10,-1.28e+02,1.08e+02,3.20e+01,
11,-1.48e+02,1.44e+02,-1.20e+01,
12,-1.32e+02,1.36e+02,4.00e+00,
13,-1.48e+02,1.00e+02,4.40e+01,
14,-1.40e+02,1.08e+02,3.60e+01,
15,-1.56e+02,1.44e+02,-8.00e+00,
16,-1.44e+02,1.00e+02,4.00e+00,
17,-1.60e+02,1.40e+02,4.80e+01,
18,-1.44e+02,1.12e+02,0.00e+00,
19,-1.60e+02,1.52e+02,4.00e+01,
20,-1.52e+02,1.44e+02,1.20e+01,
21,-1.68e+02,1.08e+02,5.60e+01,
22,-1.52e+02,1.16e+02,4.40e+01,
23,-1.64e+02,1.52e+02,8.00e+00,
24,-1.56e+02,1.44e+02,1.60e+01,
25,-1.68e+02,1.08e+02,6.00e+01,
26,-1.68e+02,1.12e+02,4.80e+01,
27,-1.52e+02,1.52e+02,4.00e+00,
28,-1.68e+02,1.36e+02,1.60e+01,
29,-1.52e+02,1.00e+02,6.40e+01,
30,-1.52e+02,1.08e+02,4.80e+01,
31,-1.64e+02,1.44e+02,4.00e+00,
32,-1.64e+02,1.32e+02,1.60e+01,
33,-1.52e+02,9.60e+01,6.40e+01,
34,-1.60e+02,1.00e+02,5.20e+01,
35,-1.44e+02,1.40e+02,4.00e+00,
36,-1.60e+02,1.28e+02,1.60e+01,
37,-1.44e+02,8.80e+01,6.80e+01,
38,-1.56e+02,9.20e+01,5.60e+01,
39,-1.40e+02,1.32e+02,1.20e+01,
40,-1.52e+02,1.20e+02,2.40e+01,
41,-1.32e+02,8.00e+01,6.40e+01,
42,-1.48e+02,8.40e+01,5.60e+01,
43,-1.32e+02,1.28e+02,1.20e+01,
44,-1.48e+02,1.16e+02,2.40e+01,
45,-1.32e+02,7.60e+01,6.80e+01,
46,-1.48e+02,8.40e+01,6.00e+01,
47,-1.28e+02,1.20e+02,1.20e+01,
48,-1.48e+02,1.04e+02,2.40e+01,
49,-1.32e+02,6.80e+01,6.80e+01,
50,-1.32e+02,7.60e+01,6.00e+01,
