"Time / s","rpm to rad/s","CAN Unpack:id","Manual Switch","Gain:1","Ref Field Current","Gain:3","Torque"
0,52.359878540039063,52.464565277099609,-0.73290371894836426,-0.70224189758300781,0.80000001192092896,0.22719955444335938,-1.0260652303695679
0.00090000004274770617,52.359878540039063,52.464565277099609,-0.73902273178100586,-0.74355125427246094,0.80000001192092896,0.14458465576171875,-1.0346318483352661
0.0018000000854954123,52.359878540039063,52.464565277099609,-0.74514174461364746,-0.78485870361328125,0.80000001192092896,0.13425636291503906,-1.0431984663009644
0.0027000000700354576,52.359878540039063,52.464565277099609,-0.75126075744628906,-0.74355125427246094,0.80000001192092896,0.15491104125976563,-1.0517650842666626
0.0036000001709908247,52.359878540039063,52.464565277099609,-0.75737977027893066,-0.76420402526855469,0.80000001192092896,0.12392997741699219,-1.0603317022323608
0.0045000002719461918,52.359878540039063,52.464565277099609,-0.76349878311157227,-0.74354934692382813,0.80000001192092896,0.19621849060058594,-1.0688983201980591
0.0054000001400709152,52.359878540039063,52.464565277099609,-0.76961779594421387,-0.79518699645996094,0.80000001192092896,0.14458274841308594,-1.0774649381637573
0.006300000473856926,52.359878540039063,52.464565277099609,-0.77573680877685547,-0.7642059326171875,0.80000001192092896,0.12392997741699219,-1.0860315561294556
0.0072000003419816494,52.359878540039063,52.464622497558594,-0.78192436695098877,-0.74355125427246094,0.80000001192092896,0.16523933410644531,-1.0946941375732422
0.0081000002101063728,52.359878540039063,52.464656829833984,-0.78808784484863281,-0.74355125427246094,0.80000001192092896,0.23752784729003906,-1.1033229827880859
0.0090000005438923836,52.359878540039063,52.46466064453125,-0.79421675205230713,-0.7642059326171875,0.80000001192092896,0.18589210510253906,-1.1119035482406616
0.0099000008776783943,52.359878540039063,52.46466064453125,-0.80034106969833374,-0.74354934692382813,0.80000001192092896,0.2685089111328125,-1.120477557182312
0.01080000028014183,52.359878540039063,52.46466064453125,-0.8064655065536499,-0.76420402526855469,0.80000001192092896,0.17556381225585938,-1.129051685333252
