"Time / s","rpm to rad/s","CAN Unpack:id","Manual Switch","Gain:1","Ref Field Current","Gain:3","Torque"
0,52.359878540039063,52.528961181640625,-1.1158980131149292,-1.1256542205810547,0.80000001192092896,0.18589401245117188,-1.5622571706771851
0.00090000004274770617,52.359878540039063,52.489551544189453,-1.0781769752502441,-1.0533657073974609,0.80000001192092896,0.20654678344726563,-1.5094478130340576
0.0018000000854954123,52.359878540039063,52.475357055664063,-1.0686103105545044,-1.0223846435546875,0.80000001192092896,0.17556571960449219,-1.4960545301437378
0.0027000000700354576,52.359878540039063,52.469245910644531,-1.0679780244827271,-1.0017299652099609,0.80000001192092896,0.19622039794921875,-1.4951692819595337
0.0036000001709908247,52.359878540039063,52.466423034667969,-1.0709332227706909,-1.0327110290527344,0.80000001192092896,0.22720146179199219,-1.4993065595626831
0.0045000002719461918,52.359878540039063,52.464851379394531,-1.0752609968185425,-1.0120563507080078,0.80000001192092896,0.27883529663085938,-1.5053653717041016
0.0054000001400709152,52.359878540039063,52.464702606201172,-1.0812197923660278,-1.0636920928955078,0.80000001192092896,0.22719955444335938,-1.5137077569961548
0.006300000473856926,52.359878540039063,52.464569091796875,-1.0871868133544922,-1.0946731567382813,0.80000001192092896,0.25818252563476563,-1.5220615863800049
0.0072000003419816494,52.359878540039063,52.464523315429688,-1.0932509899139404,-1.0636920928955078,0.80000001192092896,0.19622039794921875,-1.5305513143539429
0.0081000002101063728,52.359878540039063,52.464500427246094,-1.0993397235870361,-1.1256561279296875,0.80000001192092896,0.20654678344726563,-1.5390757322311401
0.0090000005438923836,52.359878540039063,52.356494903564453,-0.97501200437545776,-0.92943954467773438,0.80000001192092896,0.14458274841308594,-1.3650168180465698
0.0099000008776783943,52.359878540039063,52.239143371582031,-0.83195489645004272,-0.87780380249023438,0.80000001192092896,0.082622528076171875,-1.1647368669509888
0.01080000028014183,52.359878540039063,52.188625335693359,-0.76341885328292847,-0.82616806030273438,0.80000001192092896,0.13425636291503906,-1.0687865018844604
