"Time","Encoder Angle [deg]","Gain5:2","Encoder Speed [rpm]","Gain4:2"
0,-2.8965487480163574,-2.9277327060699463,498.002197265625,499.392822265625
0.0099999997764825821,-2.3750443458557129,-2.4046971797943115,498.00015258789063,500.07656860351563
0.019999999552965164,-1.8519690036773682,-1.8821947574615479,500.59466552734375,499.20037841796875
0.029999999329447746,-1.3288938999176025,-1.3599424362182617,500.59683227539063,498.5614013671875
0.039999999105930328,-0.80424785614013672,-0.83735781908035278,501.0003662109375,499.51528930664063
0.049999997019767761,-0.27960205078125,-0.31319576501846313,500.59664916992188,501.38143920898438
0.059999998658895493,0.24504423141479492,0.21154557168483734,503.59439086914063,500.9114990234375
0.070000000298023224,0.76969003677368164,0.73562824726104736,498.40731811523438,501.53118896484375
0.079999998211860657,1.2943360805511475,1.2593240737915039,503.59246826171875,500.49606323242188
0.08999999612569809,1.8205528259277344,1.7837256193161011,501.0023193359375,500.6046142578125
0.099999994039535522,-3.9395573139190674,2.3076329231262207,500.99905395507813,501.14096069335938
