"Time","Duty 1","Duty 2","Duty 3","I1","I2","I3","V delta","Vdc","Ud*","Uq*","Id","Iq"
0,0.45130166411399841,0.58040684461593628,0.41959312558174133,0.45439910888671875,0.30981826782226563,-1.0740203857421875,19.140625,582.2265625,45.824577331542969,34.345298767089844,0.93007159233093262,-0.29033690690994263
0.39999997615814209,0.49977347254753113,0.42025557160377502,0.57974445819854736,-1.0533657073974609,-0.28915596008300781,0.98108291625976563,18.84765625,582.32421875,31.615327835083008,43.309200286865234,1.1858139038085938,0.04424695298075676
0.79999995231628418,0.54549211263656616,0.57080686092376709,0.42919313907623291,1.1256637573242188,-0.78486061096191406,-0.69191551208496094,18.84765625,582.6171875,15.311036109924316,48.444831848144531,1.2438374757766724,0.007379134651273489
1.1999999284744263,0.43318462371826172,0.45677617192268372,0.56681537628173828,-1.1359825134277344,0.87781143188476563,-0.13424873352050781,18.65234375,582.2265625,-0.46746748685836792,47.948413848876953,1.145327091217041,0.20006637275218964
1.5999999046325684,0.56599515676498413,0.50139957666397095,0.43400484323501587,0.29949188232421875,-1.1463088989257813,0.55766868591308594,18.9453125,581.4453125,-14.756356239318848,41.782970428466797,1.0421198606491089,0.1963401734828949
1.9999998807907104,0.43855497241020203,0.52634346485137939,0.56144505739212036,0.19622039794921875,0.66094207763671875,-1.1463088989257813,18.9453125,581.34765625,-28.494638442993164,31.521568298339844,1.0660322904586792,0.19470515847206116
2.3999998569488525,0.55245000123977661,0.45032694935798645,0.44754999876022339,-0.97074699401855469,-0.19621086120605469,0.84682846069335938,18.9453125,581.34765625,-36.146701812744141,17.426837921142578,1.0434316396713257,0.14301842451095581
2.7999997138977051,0.44211924076080322,0.55788075923919678,0.53712302446365356,1.2702426910400391,-0.8158416748046875,-0.73322296142578125,18.84765625,581.0546875,-41.409896850585938,0.39029884338378906,1.3534502983093262,0.16945855319499969
3.1999998092651367,0.5553356409072876,0.44466438889503479,0.48351317644119263,-0.69191551208496094,0.68159675598144531,-0.1962127685546875,18.84765625,581.54296875,-34.334079742431641,-15.58096981048584,0.79943180084228516,0.07731020450592041
3.5999999046325684,0.44103461503982544,0.55896538496017456,0.50304073095321655,0.1136016845703125,-0.87780380249023438,0.35112571716308594,19.04296875,581.15234375,-24.542655944824219,-31.060613632202148,0.74242258071899414,0.12401603162288666
3.9999997615814209,0.5653836727142334,0.43461629748344421,0.51880085468292236,0.072294235229492188,0.70225143432617188,-1.0223846435546875,19.23828125,582.91015625,-12.463241577148438,-42.834922790527344,0.97621142864227295,0.24992790818214417
4.3999996185302734,0.43673455715179443,0.56326544284820557,0.46119523048400879,-0.83649444580078125,-0.0413055419921875,0.61963272094726563,19.140625,582.51953125,6.6785202026367188,-44.647361755371094,0.83863162994384766,-0.07394852489233017
4.7999997138977051,0.5619807243347168,0.4338640570640564,0.5661359429359436,0.66094017028808594,-0.46471786499023438,-0.36144638061523438,19.04296875,583.0078125,24.905593872070313,-44.071708679199219,0.716991126537323,-0.046434365212917328
5.1999998092651367,0.4686240553855896,0.57739764451980591,0.42260235548019409,-0.68158721923828125,0.60930633544921875,-0.20653915405273438,18.9453125,582.6171875,40.486225128173828,-34.936790466308594,0.75311064720153809,-0.034610074013471603
5.5999994277954102,0.4947185218334198,0.41850733757019043,0.58149266242980957,0.072294235229492188,-1.1050014495849609,0.71257591247558594,19.04296875,582.51953125,50.729743957519531,-20.865510940551758,1.0465942621231079,-0.1946251392364502
5.9999995231628418,0.54963469505310059,0.57865649461746216,0.42134350538253784,0.36145401000976563,0.39243507385253906,-1.0740184783935547,18.75,582.421875,56.160976409912109,-3.9487733840942383,0.94288772344589233,-0.2167222797870636
6.3999996185302734,0.41910618543624878,0.44504120945930481,0.58089381456375122,-0.87780380249023438,-0.072286605834960938,0.60930633544921875,18.84765625,582.51953125,57.008045196533203,12.895046234130859,0.84253996610641479,-0.17028924822807312
6.7999997138977051,0.58327484130859375,0.50423288345336914,0.41672518849372864,1.0223922729492188,-0.74355125427246094,-0.51635360717773438,19.04296875,582.32421875,48.378963470458984,28.241754531860352,1.0980123281478882,-0.15816687047481537
7.1999998092651367,0.42383471131324768,0.54322940111160278,0.57616531848907471,-1.1256561279296875,1.0017375946044922,-0.22719383239746094,19.140625,582.6171875,36.155834197998047,40.002891540527344,1.2330256700515747,0.019590606912970543
7.5999994277954102,0.56969064474105835,0.43030935525894165,0.45200306177139282,0.45439910888671875,-1.3528518676757813,0.66094017028808594,19.04296875,583.30078125,21.078805923461914,45.905769348144531,1.2658400535583496,0.18474975228309631
7.9999995231628418,0.42650222778320313,0.57349777221679688,0.5032920241355896,0.24785614013671875,0.61963272094726563,-1.1772899627685547,18.9453125,583.0078125,5.7933492660522461,49.154975891113281,1.0936602354049683,0.059204190969467163
8.3999996185302734,0.56503880023956299,0.43496116995811462,0.53425002098083496,-0.9707489013671875,-0.33046531677246094,0.97075653076171875,19.3359375,582.6171875,-10.037428855895996,44.617282867431641,1.1224770545959473,0.2122829258441925
8.7999992370605469,0.45051735639572144,0.55765718221664429,0.44234281778335571,1.0636997222900391,-0.65060615539550781,-0.65060615539550781,18.84765625,581.8359375,-24.232458114624023,35.801239013671875,1.1324735879898071,0.15380823612213135
