"Time","Duty 1","Duty 2","Duty 3","I1","I2","I3","V delta","Vdc","Ud*","Uq*","Id","Iq","omega_e","theta_e"
0,0.81404250860214233,0.39246827363967896,0.18595749139785767,0.28916549682617188,-1.2702350616455078,0.22720146179199219,18.1640625,575.5859375,27.633573532104492,210.95924377441406,1.0144777297973633,0.10180933773517609,167.76103210449219,-1.1121237277984619
0.0099999997764825821,0.26346904039382935,0.80206310749053955,0.19793689250946045,0.82617568969726563,-0.67126083374023438,-0.9707489013671875,14.55078125,575.68359375,30.944448471069336,218.17733764648438,1.0198233127593994,-0.44240999221801758,167.72834777832031,0.56548666954040527
0.019999999552965164,0.17510354518890381,0.49657765030860901,0.82489645481109619,-0.43373680114746094,0.96042823791503906,-0.48537063598632813,18.1640625,575.5859375,31.364585876464844,213.64979553222656,0.93125307559967041,-0.17265996336936951,168.3564453125,2.246239185333252
0.029999999329447746,0.78905689716339111,0.21094310283660889,0.71667599678039551,-0.51635360717773438,-0.5060272216796875,0.84683036804199219,15.72265625,576.3671875,29.977460861206055,207.46499633789063,0.87531900405883789,0.23131299018859863,167.76121520996094,3.9238495826721191
0.039999999105930328,0.80504941940307617,0.62444925308227539,0.19495058059692383,0.71257781982421875,-1.0327110290527344,-0.4543914794921875,17.08984375,576.5625,27.256278991699219,206.85832214355469,0.96306169033050537,0.35546809434890747,167.7611083984375,5.5983180999755859
0.049999997019767761,0.18062752485275269,0.81937247514724731,0.39418476819992065,0.49570655822753906,0.17556571960449219,-1.3012180328369141,17.28515625,576.46484375,27.012109756469727,214.75082397460938,1.1008094549179077,-0.11479632556438446,166.53744506835938,-5.2998671531677246
0.059999998658895493,0.19916623830795288,0.2659943699836731,0.80083376169204712,-0.74355125427246094,1.0327186584472656,-0.32013702392578125,17.96875,575.5859375,30.865104675292969,216.99636840820313,1.0123927593231201,-0.35036695003509521,167.72799682617188,-3.6253981590270996
0.070000000298023224,0.82847708463668823,0.17152291536331177,0.49560388922691345,-0.70224189758300781,-0.45438957214355469,0.99141120910644531,17.87109375,575.68359375,30.228523254394531,216.25663757324219,1.0143542289733887,-0.29443609714508057,167.1656494140625,-1.9477875232696533
0.079999998211860657,0.7086448073387146,0.79285275936126709,0.20714724063873291,0.91911888122558594,-0.7642059326171875,-0.73322296142578125,15.625,576.171875,24.576671600341797,209.23744201660156,1.0754446983337402,0.28290626406669617,167.76087951660156,-0.2733185887336731
0.08999999612569809,0.1908896267414093,0.80911040306091309,0.62895357608795166,-0.23752021789550781,0.72290420532226563,-1.0843467712402344,18.26171875,575.78125,26.120433807373047,209.77066040039063,1.0233664512634277,0.20705968141555786,167.76104736328125,1.4074339866638184
0.099999994039535522,0.40295806527137756,0.18235433101654053,0.81764566898345947,-1.1876182556152344,0.49570846557617188,0.4750518798828125,17.87109375,576.171875,25.271575927734375,213.10047912597656,1.1142237186431885,0.051129501312971115,168.3564453125,3.0850443840026855
0.10999999940395355,0.80156809091567993,0.19843190908432007,0.2720414400100708,-0.53700828552246094,-0.70224189758300781,0.80552101135253906,17.48046875,576.3671875,35.397525787353516,216.10430908203125,0.84969031810760498,-0.43567454814910889,167.16581726074219,4.7626547813415527
0.11999999731779099,0.48891854286193848,0.82615315914154053,0.17384684085845947,0.83650398254394531,-0.8158416748046875,-0.75387763977050781,15.52734375,576.66015625,28.413539886474609,215.3509521484375,1.0632684230804443,-0.19774934649467468,167.16546630859375,6.4339818954467773
0.12999999523162842,0.21040430665016174,0.71479243040084839,0.78959572315216064,-0.54733467102050781,1.0017356872558594,-0.51635360717773438,18.359375,575.9765625,26.990894317626953,207.77488708496094,0.97899162769317627,0.29524528980255127,166.53718566894531,-4.4642033576965332
0.14000000059604645,0.61835354566574097,0.19092372059822083,0.80907630920410156,-0.82616806030273438,-0.082612991333007813,0.80552291870117188,16.796875,575.390625,28.809333801269531,208.32760620117188,0.92061269283294678,0.20558862388134003,167.72793579101563,-2.7865927219390869
0.14999999105930328,0.81348133087158203,0.39242902398109436,0.18651863932609558,0.33047103881835938,-1.2289257049560547,0.23752784729003906,18.1640625,575.68359375,27.677494049072266,210.62379455566406,1.0030101537704468,0.1189873218536377,167.76103210449219,-1.1121237277984619
0.15999999642372131,0.26438134908676147,0.80126196146011353,0.19873803853988647,0.85715675354003906,-0.57831573486328125,-0.90878486633300781,14.2578125,575.78125,30.959993362426758,217.57698059082031,1.0032483339309692,-0.41070646047592163,167.72834777832031,0.56548666954040527
0.17000000178813934,0.17650359869003296,0.49389338493347168,0.82349640130996704,-0.48537254333496094,0.98108291625976563,-0.42341041564941406,18.06640625,575.9765625,30.226163864135742,213.03025817871094,0.95138287544250488,-0.10939221829175949,168.3564453125,2.246239185333252
0.17999999225139618,0.78987741470336914,0.21012258529663086,0.71119964122772217,-0.51635360717773438,-0.57831764221191406,0.92944717407226563,15.8203125,576.3671875,27.803655624389648,207.44100952148438,0.94080227613449097,0.29232567548751831,167.76121520996094,3.9238495826721191
0.18999999761581421,0.80453890562057495,0.62895005941390991,0.19546109437942505,0.77453994750976563,-1.1256561279296875,-0.49569892883300781,17.08984375,576.66015625,24.871475219726563,207.2679443359375,1.0473530292510986,0.39010819792747498,167.1656494140625,5.5951766967773438
0.19999998807907104,0.1793576180934906,0.82064235210418701,0.39416494965553284,0.55767059326171875,0.13425636291503906,-1.3115444183349609,17.67578125,576.5625,26.970315933227539,215.63140869140625,1.1183567047119141,-0.17342066764831543,166.56997680664063,-5.2998671531677246
0.20999999344348907,0.19946852326393127,0.27465787529945374,0.80053150653839111,-0.68158721923828125,0.92944717407226563,-0.32013893127441406,18.06640625,575.87890625,32.909439086914063,215.26495361328125,0.91865837574005127,-0.32993051409721375,167.13258361816406,-3.6285395622253418
